Sales,Quantity,Discount,Profit,OrderDate,ShipDate,ShipMode,OrderID,CustomerName,Segment,ProductName,SubCategory,Category,City,States,Region,Country
1048.35,5,0.4,-69.89,2017-04-29,2017-05-04,Second Class,US-2017-164056,Filia McAdams,Corporate,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,Furniture,Dublin,Ohio,East,"United States"
100.0,4,0.0,21.0,2016-02-07,2016-02-07,Same Day,CA-2016-106894,Christina Anderson,Consumer,Micro Innovations USB RF Wireless Keyboard with Mouse,Accessories,Technology,Springfield,Virginia,South,"United States"
7.83,3,0.0,3.6018,2016-02-07,2016-02-07,Same Day,CA-2016-106894,Christina Anderson,Consumer,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Labels,Office Supplies,Springfield,Virginia,South,"United States"
96.26,8,0.2,31.2832,2014-09-28,2014-10-03,Standard Class,CA-2014-125136,Keith Dawkins,Corporate,White GlueTop Scratch Pads,Paper,Office Supplies,Fayetteville,North Carolina,South,"United States"
10.69,2,0.2,3.7408,2014-09-28,2014-10-03,Standard Class,CA-2014-125136,Keith Dawkins,Corporate,Xerox 195,Paper,Office Supplies,Fayetteville,North Carolina,South,"United States"
338.04,3,0.2,-33.804,2016-07-10,2016-07-14,Standard Class,US-2016-131149,Logan Haushalter,Consumer,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,Office Supplies,Dallas,Texas,Central,"United States"
154.24,4,0.2,17.352,2016-07-10,2016-07-14,Standard Class,US-2016-131149,Logan Haushalter,Consumer,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Art,Office Supplies,Dallas,Texas,Central,"United States"
34.85,2,0.2,6.534,2017-07-29,2017-08-01,Second Class,CA-2017-101483,Anna Gayman,Consumer,Holmes HEPA Air Purifier,Appliances,Office Supplies,Jacksonville,North Carolina,South,"United States"
22.0,5,0.2,1.375,2017-07-29,2017-08-01,Second Class,CA-2017-101483,Anna Gayman,Consumer,Samsung Replacement EH64AVFWE Premium Headset,Phones,Technology,Jacksonville,North Carolina,South,"United States"
4.37,3,0.2,0.3822,2017-07-29,2017-08-01,Second Class,CA-2017-101483,Anna Gayman,Consumer,Newell 322,Art,Office Supplies,Jacksonville,North Carolina,South,"United States"
31.44,3,0.0,8.4888,2015-09-03,2015-09-09,Standard Class,CA-2015-130204,David Bremer,Corporate,Sterilite Officeware Hinged File Box,Storage,Office Supplies,San Francisco,California,West,"United States"
17.9,2,0.0,3.401,2015-09-03,2015-09-09,Standard Class,CA-2015-130204,David Bremer,Corporate,Kingston Digital DataTraveler 16GB USB 2.0,Accessories,Technology,San Francisco,California,West,"United States"
129.45,5,0.0,46.602,2015-09-03,2015-09-09,Standard Class,CA-2015-130204,David Bremer,Corporate,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Accessories,Technology,San Francisco,California,West,"United States"
20.88,8,0.0,9.6048,2014-08-09,2014-08-16,Standard Class,CA-2014-110527,Emily Ducich,Home Office,Avery 494,Labels,Office Supplies,San Diego,California,West,"United States"
20.74,4,0.2,7.2576,2017-10-30,2017-11-03,Standard Class,CA-2017-152807,Mick Crebagga,Consumer,Xerox 231,Paper,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
7.17,2,0.2,0.9856,2017-10-30,2017-11-03,Standard Class,CA-2017-152807,Mick Crebagga,Consumer,"Stacking Tray, Side-Loading, Legal, Smoke",Furnishings,Furniture,Philadelphia,Pennsylvania,East,"United States"
11.17,2,0.2,-2.5128,2017-10-30,2017-11-03,Standard Class,CA-2017-152807,Mick Crebagga,Consumer,Eldon Shelf Savers Cubes and Bins,Storage,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
442.4,7,0.2,-55.3,2017-10-30,2017-11-03,Standard Class,CA-2017-152807,Mick Crebagga,Consumer,First Data FD10 PIN Pad,Accessories,Technology,Philadelphia,Pennsylvania,East,"United States"
13.36,2,0.0,4.9432,2014-06-06,2014-06-09,First Class,CA-2014-133270,Bryan Mills,Consumer,Sanford Liquid Accent Highlighters,Art,Office Supplies,Rochester,New York,East,"United States"
11.23,8,0.7,-8.2368,2016-08-13,2016-08-17,Second Class,CA-2016-155670,Erin Mull,Consumer,Acco Translucent Poly Ring Binders,Binders,Office Supplies,Jacksonville,North Carolina,South,"United States"
10.27,3,0.2,3.21,2016-08-13,2016-08-17,Second Class,CA-2016-155670,Erin Mull,Consumer,Easy-staple paper,Paper,Office Supplies,Jacksonville,North Carolina,South,"United States"
10.37,2,0.2,3.6288,2014-04-25,2014-04-29,Standard Class,US-2014-157406,Dianna Arnett,Home Office,Xerox 1985,Paper,Office Supplies,Houston,Texas,Central,"United States"
6.24,3,0.2,0.546,2014-04-25,2014-04-29,Standard Class,US-2014-157406,Dianna Arnett,Home Office,12 Colored Short Pencils,Art,Office Supplies,Houston,Texas,Central,"United States"
206.96,2,0.3,-32.5226,2015-11-22,2015-11-27,Standard Class,CA-2015-139094,Meg O'Connel,Home Office,Hon 2111 Invitation Series Straight Table,Tables,Furniture,San Antonio,Texas,Central,"United States"
9.46,2,0.0,3.6894,2017-10-14,2017-10-17,First Class,CA-2017-168837,Joni Wasserman,Consumer,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furnishings,Furniture,Oakland,California,West,"United States"
559.62,9,0.0,151.0974,2017-12-02,2017-12-05,First Class,CA-2017-116715,Victoria Wilson,Corporate,"Fellowes Mobile File Cart, Black",Storage,Office Supplies,San Francisco,California,West,"United States"
109.92,2,0.0,53.8608,2017-12-02,2017-12-05,First Class,CA-2017-116715,Victoria Wilson,Corporate,Xerox 1940,Paper,Office Supplies,San Francisco,California,West,"United States"
8.56,2,0.0,3.852,2017-12-02,2017-12-05,First Class,CA-2017-116715,Victoria Wilson,Corporate,Xerox 1962,Paper,Office Supplies,San Francisco,California,West,"United States"
360.71,11,0.2,130.7581,2015-12-08,2015-12-11,Second Class,CA-2015-135622,Tonja Turnell,Home Office,Xerox 1945,Paper,Office Supplies,Fort Worth,Texas,Central,"United States"
1718.4,6,0.2,150.36,2015-12-08,2015-12-11,Second Class,CA-2015-135622,Tonja Turnell,Home Office,Wilson Electronics DB Pro Signal Booster,Phones,Technology,Fort Worth,Texas,Central,"United States"
41.57,6,0.8,-66.5088,2015-07-13,2015-07-15,First Class,US-2015-107349,Sara Luxemburg,Home Office,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Binders,Office Supplies,Houston,Texas,Central,"United States"
46.86,2,0.2,7.6154,2014-05-11,2014-05-17,Standard Class,CA-2014-139017,Raymond Messe,Consumer,Logitech ClearChat Comfort/USB Headset H390,Accessories,Technology,Houston,Texas,Central,"United States"
19.54,3,0.2,4.884,2014-01-05,2014-01-12,Standard Class,CA-2014-141817,Mick Brown,Consumer,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Art,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
411.33,4,0.15,-4.8392,2015-09-05,2015-09-09,Standard Class,CA-2015-130785,Arthur Gainer,Consumer,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Bookcases,Furniture,San Diego,California,West,"United States"
28.75,6,0.2,9.7038,2015-09-05,2015-09-09,Standard Class,CA-2015-130785,Arthur Gainer,Consumer,"DXL Angle-View Binders with Locking Rings, Black",Binders,Office Supplies,San Diego,California,West,"United States"
293.2,3,0.15,-20.6964,2015-09-05,2015-09-09,Standard Class,CA-2015-130785,Arthur Gainer,Consumer,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,Furniture,San Diego,California,West,"United States"
35.06,2,0.0,10.518,2016-08-04,2016-08-08,Standard Class,CA-2016-110254,Max Ludwig,Home Office,"Acme 10"" Easy Grip Assistive Scissors",Supplies,Office Supplies,Suffolk,Virginia,South,"United States"
4.13,1,0.0,1.8998,2016-08-04,2016-08-08,Standard Class,CA-2016-110254,Max Ludwig,Home Office,Avery 476,Labels,Office Supplies,Suffolk,Virginia,South,"United States"
109.8,9,0.0,46.116,2016-08-04,2016-08-08,Standard Class,CA-2016-110254,Max Ludwig,Home Office,Advantus Panel Wall Certificate Holder - 8.5x11,Furnishings,Furniture,Suffolk,Virginia,South,"United States"
9.82,2,0.0,4.8118,2016-08-04,2016-08-08,Standard Class,CA-2016-110254,Max Ludwig,Home Office,Avery 478,Labels,Office Supplies,Suffolk,Virginia,South,"United States"
7.64,4,0.7,-5.8604,2014-03-22,2014-03-26,Standard Class,US-2014-158057,Craig Carroll,Consumer,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders,Office Supplies,Greensboro,North Carolina,South,"United States"
51.47,5,0.7,-39.4565,2014-03-22,2014-03-26,Standard Class,US-2014-158057,Craig Carroll,Consumer,GBC Prestige Therm-A-Bind Covers,Binders,Office Supplies,Greensboro,North Carolina,South,"United States"
6.98,4,0.2,-1.3952,2017-03-02,2017-03-08,Standard Class,CA-2017-146024,Stewart Carmichael,Corporate,Staple remover,Supplies,Office Supplies,Dallas,Texas,Central,"United States"
12.22,7,0.8,-20.1663,2017-03-02,2017-03-08,Standard Class,CA-2017-146024,Stewart Carmichael,Corporate,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,Office Supplies,Dallas,Texas,Central,"United States"
97.98,2,0.2,-24.496,2016-11-27,2016-11-29,Second Class,CA-2016-129686,Greg Guthrie,Corporate,"SAFCO Commercial Wire Shelving, 72h",Storage,Office Supplies,Chicago,Illinois,Central,"United States"
62.4,6,0.2,19.5,2016-11-27,2016-11-29,Second Class,CA-2016-129686,Greg Guthrie,Corporate,Memorex Micro Travel Drive 8 GB,Accessories,Technology,Chicago,Illinois,Central,"United States"
20.86,2,0.0,9.387,2014-04-28,2014-05-03,Standard Class,CA-2014-118976,Muhammed Yedwab,Corporate,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,Office Supplies,Baltimore,Maryland,East,"United States"
497.61,9,0.0,129.3786,2014-04-28,2014-05-03,Standard Class,CA-2014-118976,Muhammed Yedwab,Corporate,Recycled Steel Personal File for Standard File Folders,Storage,Office Supplies,Baltimore,Maryland,East,"United States"
5.34,2,0.0,1.4952,2014-04-28,2014-05-03,Standard Class,CA-2014-118976,Muhammed Yedwab,Corporate,Blackstonian Pencils,Art,Office Supplies,Baltimore,Maryland,East,"United States"
3.15,1,0.0,1.512,2014-04-28,2014-05-03,Standard Class,CA-2014-118976,Muhammed Yedwab,Corporate,Avery 488,Labels,Office Supplies,Baltimore,Maryland,East,"United States"
368.91,9,0.0,180.7659,2015-11-24,2015-11-28,Standard Class,CA-2015-105347,Darren Powers,Consumer,Xerox 1919,Paper,Office Supplies,Los Angeles,California,West,"United States"
14.7,5,0.0,6.615,2015-11-24,2015-11-28,Standard Class,CA-2015-105347,Darren Powers,Consumer,Prang Colored Pencils,Art,Office Supplies,Los Angeles,California,West,"United States"
59.97,3,0.0,14.9925,2016-11-11,2016-11-16,Standard Class,CA-2016-124667,Bryan Davis,Consumer,Micropad Numeric Keypads,Accessories,Technology,New York City,New York,East,"United States"
83.36,1,0.0,20.84,2016-11-11,2016-11-16,Standard Class,CA-2016-124667,Bryan Davis,Consumer,Safco Steel Mobile File Cart,Storage,Office Supplies,New York City,New York,East,"United States"
6.58,2,0.0,3.0268,2015-07-09,2015-07-13,Standard Class,CA-2015-111094,Claudia Bergmann,Corporate,Tops Wirebound Message Log Books,Paper,Office Supplies,Franklin,Massachusetts,East,"United States"
122.94,3,0.0,59.0112,2015-07-09,2015-07-13,Standard Class,CA-2015-111094,Claudia Bergmann,Corporate,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,Office Supplies,Franklin,Massachusetts,East,"United States"
219.84,4,0.0,107.7216,2017-09-22,2017-09-26,Standard Class,CA-2017-166317,Jim Epp,Corporate,Xerox 1940,Paper,Office Supplies,Milwaukee,Wisconsin,Central,"United States"
98.16,6,0.0,9.816,2017-09-22,2017-09-26,Standard Class,CA-2017-166317,Jim Epp,Corporate,Logitech Desktop MK120 Mouse and keyboard Combo,Accessories,Technology,Milwaukee,Wisconsin,Central,"United States"
33.04,8,0.0,15.5288,2017-09-22,2017-09-26,Standard Class,CA-2017-166317,Jim Epp,Corporate,ACCOHIDE Binder by Acco,Binders,Office Supplies,Milwaukee,Wisconsin,Central,"United States"
86.97,3,0.0,25.2213,2017-09-22,2017-09-26,Standard Class,CA-2017-166317,Jim Epp,Corporate,AT&T CL82213,Phones,Technology,Milwaukee,Wisconsin,Central,"United States"
134.97,3,0.0,64.7856,2015-02-15,2015-02-19,Standard Class,CA-2015-154326,Roy Phan,Corporate,Innergie mMini Combo Duo USB Travel Charging Kit,Phones,Technology,Kenosha,Wisconsin,Central,"United States"
699.98,2,0.0,195.9944,2015-02-15,2015-02-19,Standard Class,CA-2015-154326,Roy Phan,Corporate,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Phones,Technology,Kenosha,Wisconsin,Central,"United States"
139.95,5,0.0,26.5905,2015-02-15,2015-02-19,Standard Class,CA-2015-154326,Roy Phan,Corporate,Maxell-áLTO Ultrium - 800 GB,Accessories,Technology,Kenosha,Wisconsin,Central,"United States"
48.94,1,0.0,24.47,2014-09-30,2014-10-04,Standard Class,CA-2014-102008,Russell Applegate,Consumer,Tops Green Bar Computer Printout Paper,Paper,Office Supplies,New York City,New York,East,"United States"
2807.84,8,0.0,673.8816,2014-12-01,2014-12-03,First Class,CA-2014-120474,Resi P+Âlking,Consumer,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs,Furniture,Madison,Wisconsin,Central,"United States"
46.64,4,0.0,12.5928,2014-12-01,2014-12-03,First Class,CA-2014-120474,Resi P+Âlking,Consumer,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Art,Office Supplies,Madison,Wisconsin,Central,"United States"
60.42,2,0.2,6.0416,2014-12-08,2014-12-13,Standard Class,CA-2014-104773,Thomas Boland,Corporate,"Companion Letter/Legal File, Black",Storage,Office Supplies,Houston,Texas,Central,"United States"
107.94,3,0.0,26.985,2016-09-05,2016-09-10,Standard Class,CA-2016-140774,Brad Eason,Home Office,Panasonic KP-380BK Classic Electric Pencil Sharpener,Art,Office Supplies,Olathe,Kansas,Central,"United States"
63.84,8,0.0,16.5984,2017-08-27,2017-08-30,First Class,US-2017-139465,Mathew Reese,Home Office,Iris Project Case,Storage,Office Supplies,New York City,New York,East,"United States"
347.97,3,0.0,100.9113,2017-08-27,2017-08-30,First Class,US-2017-139465,Mathew Reese,Home Office,GE 30522EE2,Phones,Technology,New York City,New York,East,"United States"
37.01,6,0.2,11.565,2017-08-27,2017-08-30,First Class,US-2017-139465,Mathew Reese,Home Office,DXL Angle-View Binders with Locking Rings by Samsill,Binders,Office Supplies,New York City,New York,East,"United States"
215.65,5,0.0,73.321,2016-07-07,2016-07-11,Standard Class,CA-2016-100965,Raymond Messe,Consumer,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furnishings,Furniture,San Jose,California,West,"United States"
11.17,4,0.2,3.6296,2016-08-08,2016-08-10,Second Class,CA-2016-121034,Jill Fjeld,Consumer,OIC Bulk Pack Metal Binder Clips,Fasteners,Office Supplies,Dallas,Texas,Central,"United States"
53.95,3,0.2,17.5344,2016-08-08,2016-08-10,Second Class,CA-2016-121034,Jill Fjeld,Consumer,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Paper,Office Supplies,Dallas,Texas,Central,"United States"
4.18,1,0.0,1.5048,2016-11-13,2016-11-19,Standard Class,CA-2016-149461,Adrian Shami,Home Office,"Eldon Image Series Desk Accessories, Burgundy",Furnishings,Furniture,Auburn,Washington,West,"United States"
5.61,1,0.7,-4.2987,2017-09-22,2017-09-26,Second Class,CA-2017-158379,Joseph Airdo,Consumer,Clear Mylar Reinforcing Strips,Binders,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
4663.74,7,0.2,-1049.3406,2017-09-22,2017-09-26,Second Class,CA-2017-158379,Joseph Airdo,Consumer,Martin Yale Chadless Opener Electric Letter Opener,Supplies,Office Supplies,Philadelphia,Pennsylvania,East,"United States"
79.98,2,0.2,22.9954,2017-09-22,2017-09-26,Second Class,CA-2017-158379,Joseph Airdo,Consumer,Logitech Wireless Marathon Mouse M705,Accessories,Technology,Philadelphia,Pennsylvania,East,"United States"
2575.94,7,0.2,257.5944,2016-12-25,2016-12-28,First Class,US-2016-116729,Grace Kelly,Corporate,Samsung Galaxy Note 2,Phones,Technology,Los Angeles,California,West,"United States"
45.36,7,0.0,21.7728,2016-12-25,2016-12-28,First Class,US-2016-116729,Grace Kelly,Corporate,Xerox 225,Paper,Office Supplies,Los Angeles,California,West,"United States"
254.24,7,0.0,76.272,2016-12-25,2016-12-28,First Class,US-2016-116729,Grace Kelly,Corporate,SanDisk Cruzer 64 GB USB Flash Drive,Accessories,Technology,Los Angeles,California,West,"United States"
69.93,7,0.0,0.6993,2016-02-11,2016-02-13,First Class,CA-2016-164938,Phillip Breyer,Corporate,Mediabridge Sport Armband iPhone 5s,Phones,Technology,Tulsa,Oklahoma,Central,"United States"
16.16,7,0.6,-12.117,2016-10-23,2016-10-29,Standard Class,CA-2016-165484,Heather Kirkland,Corporate,DAX Cubicle Frames - 8x10,Furnishings,Furniture,Chicago,Illinois,Central,"United States"
54.82,3,0.2,17.8152,2016-10-23,2016-10-29,Standard Class,CA-2016-165484,Heather Kirkland,Corporate,Xerox 1929,Paper,Office Supplies,Chicago,Illinois,Central,"United States"
1441.3,7,0.0,245.021,2014-06-09,2014-06-11,Second Class,CA-2014-132612,Frank Olsen,Consumer,Bevis 44 x 96 Conference Tables,Tables,Furniture,Harrisonburg,Virginia,South,"United States"
77.6,5,0.2,28.13,2017-11-20,2017-11-26,Standard Class,US-2017-161193,Brian Thompson,Consumer,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furnishings,Furniture,Newark,Ohio,East,"United States"
4.66,2,0.2,1.5714,2017-11-20,2017-11-26,Standard Class,US-2017-161193,Brian Thompson,Consumer,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furnishings,Furniture,Newark,Ohio,East,"United States"
170.14,3,0.2,-8.5068,2015-09-14,2015-09-18,Standard Class,CA-2015-131597,Stefania Perrino,Corporate,KI Conference Tables,Tables,Furniture,Los Angeles,California,West,"United States"
7.38,2,0.0,3.4686,2015-06-04,2015-06-04,Same Day,CA-2015-164833,Lauren Leatherbury,Consumer,Avery 501,Labels,Office Supplies,Seattle,Washington,West,"United States"
9.26,2,0.0,3.0558,2015-06-04,2015-06-04,Same Day,CA-2015-164833,Lauren Leatherbury,Consumer,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,Office Supplies,Seattle,Washington,West,"United States"
9.96,2,0.0,4.5816,2015-12-13,2015-12-15,Second Class,CA-2015-125423,Matt Collins,Consumer,Avery 513,Labels,Office Supplies,Los Angeles,California,West,"United States"
75.6,2,0.8,-166.32,2014-05-25,2014-05-29,Standard Class,US-2014-130379,Janet Lee,Consumer,Harmony Air Purifier,Appliances,Office Supplies,Chicago,Illinois,Central,"United States"
29.32,2,0.6,-24.189,2014-05-25,2014-05-29,Standard Class,US-2014-130379,Janet Lee,Consumer,"Electrix Incandescent Magnifying Lamp, Black",Furnishings,Furniture,Chicago,Illinois,Central,"United States"
92.06,6,0.8,-225.5568,2016-02-16,2016-02-20,Standard Class,CA-2016-168956,Erin Ashbrook,Corporate,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Appliances,Office Supplies,Chicago,Illinois,Central,"United States"
6.98,4,0.2,1.8312,2016-02-16,2016-02-20,Standard Class,CA-2016-168956,Erin Ashbrook,Corporate,Advantus Push Pins,Fasteners,Office Supplies,Chicago,Illinois,Central,"United States"
62.96,3,0.3,-2.6982,2016-02-16,2016-02-20,Standard Class,CA-2016-168956,Erin Ashbrook,Corporate,"Global Stack Chair with Arms, Black",Chairs,Furniture,Chicago,Illinois,Central,"United States"
5.18,1,0.2,1.8144,2016-02-16,2016-02-20,Standard Class,CA-2016-168956,Erin Ashbrook,Corporate,Xerox 206,Paper,Office Supplies,Chicago,Illinois,Central,"United States"
31.32,10,0.7,-25.056,2016-12-22,2016-12-28,Standard Class,CA-2016-167507,Sue Ann Reed,Consumer,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Binders,Office Supplies,Redmond,Oregon,West,"United States"
11.84,4,0.2,3.108,2016-12-22,2016-12-28,Standard Class,CA-2016-167507,Sue Ann Reed,Consumer,3M Hangers With Command Adhesive,Furnishings,Furniture,Redmond,Oregon,West,"United States"
22.78,1,0.2,4.8416,2016-12-22,2016-12-28,Standard Class,CA-2016-167507,Sue Ann Reed,Consumer,"Seth Thomas 14"" Day/Date Wall Clock",Furnishings,Furniture,Redmond,Oregon,West,"United States"
1127.98,3,0.2,126.8973,2016-02-08,2016-02-11,Second Class,CA-2016-109344,Cathy Hwang,Home Office,Samsung Galaxy S4 Mini,Phones,Technology,Raleigh,North Carolina,South,"United States"
38.88,6,0.0,18.6624,2015-07-13,2015-07-15,Second Class,US-2015-140851,Neil Ducich,Corporate,Xerox 1931,Paper,Office Supplies,Macon,Georgia,South,"United States"
779.8,2,0.4,-168.9558,2014-05-18,2014-05-24,Standard Class,CA-2014-103373,Bruce Stewart,Consumer,Apple iPhone 5,Phones,Technology,Cleveland,Ohio,East,"United States"
1439.92,8,0.0,374.3792,2017-10-21,2017-10-21,Same Day,CA-2017-145884,Sara Luxemburg,Home Office,Polycom VVX 310 VoIP phone,Phones,Technology,Muskogee,Oklahoma,Central,"United States"
262.11,1,0.0,62.9064,2017-10-21,2017-10-21,Same Day,CA-2017-145884,Sara Luxemburg,Home Office,Bevis Boat-Shaped Conference Table,Tables,Furniture,Muskogee,Oklahoma,Central,"United States"
207.0,3,0.2,25.875,2015-11-05,2015-11-09,Standard Class,CA-2015-131422,George Bell,Corporate,Harbour Creations Steel Folding Chair,Chairs,Furniture,Monroe,North Carolina,South,"United States"
1439.98,3,0.4,-263.9967,2017-08-01,2017-08-07,Standard Class,CA-2017-162691,Aaron Smayling,Corporate,Bady BDG101FRU Card Printer,Machines,Technology,Austin,Texas,Central,"United States"
36.29,7,0.2,12.7008,2017-08-01,2017-08-07,Standard Class,CA-2017-162691,Aaron Smayling,Corporate,Xerox 1998,Paper,Office Supplies,Austin,Texas,Central,"United States"
21.4,5,0.0,6.206,2014-06-21,2014-06-24,First Class,CA-2014-141278,Raymond Messe,Consumer,Newell 341,Art,Office Supplies,Meriden,Connecticut,East,"United States"
1245.86,7,0.0,361.2994,2017-02-19,2017-02-21,Second Class,CA-2017-122693,Nicole Hansen,Corporate,Kensington 7 Outlet MasterPiece Power Center,Appliances,Office Supplies,Roswell,Georgia,South,"United States"
17.54,3,0.2,5.9211,2014-08-01,2014-08-05,Standard Class,CA-2014-117345,Barbara Fisher,Corporate,Self-Adhesive Address Labels for Typewriters by Universal,Labels,Office Supplies,Charlotte,North Carolina,South,"United States"
44.13,4,0.2,12.1352,2014-08-01,2014-08-05,Standard Class,CA-2014-117345,Barbara Fisher,Corporate,9-3/4 Diameter Round Wall Clock,Furnishings,Furniture,Charlotte,North Carolina,South,"United States"
62.92,1,0.2,10.2245,2014-08-01,2014-08-05,Standard Class,CA-2014-117345,Barbara Fisher,Corporate,Honeywell Quietcare HEPA Air Cleaner,Appliances,Office Supplies,Charlotte,North Carolina,South,"United States"
78.3,2,0.2,29.364,2014-08-01,2014-08-05,Standard Class,CA-2014-117345,Barbara Fisher,Corporate,Xerox 1916,Paper,Office Supplies,Charlotte,North Carolina,South,"United States"
140.81,1,0.0,39.4268,2016-07-18,2016-07-23,Standard Class,CA-2016-157763,Katharine Harms,Corporate,Hon Olson Stacker Stools,Chairs,Furniture,Bowling Green,Kentucky,South,"United States"
40.1,4,0.2,13.5324,2015-02-09,2015-02-11,Second Class,CA-2015-135391,Frank Atkinson,Corporate,Round Specialty Laser Printer Labels,Labels,Office Supplies,San Antonio,Texas,Central,"United States"
40.78,2,0.6,-30.588,2015-02-09,2015-02-11,Second Class,CA-2015-135391,Frank Atkinson,Corporate,"Dana Fluorescent Magnifying Lamp, White, 36""",Furnishings,Furniture,San Antonio,Texas,Central,"United States"
90.57,3,0.0,11.7741,2017-07-29,2017-08-02,Standard Class,US-2017-113852,Giulietta Weimer,Consumer,Imation-á8GB Mini TravelDrive USB 2.0-áFlash Drive,Accessories,Technology,Seattle,Washington,West,"United States"
40.08,6,0.0,19.2384,2017-01-12,2017-01-17,Second Class,US-2017-158512,Dianna Arnett,Home Office,Xerox 195,Paper,Office Supplies,Washington,District of Columbia,East,"United States"
37.68,2,0.0,15.8256,2017-01-12,2017-01-17,Second Class,US-2017-158512,Dianna Arnett,Home Office,Flat Face Poster Frame,Furnishings,Furniture,Washington,District of Columbia,East,"United States"
362.35,3,0.2,27.1764,2017-09-10,2017-09-10,Same Day,CA-2017-128370,Frank Hawley,Corporate,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Furniture,Los Angeles,California,West,"United States"
7.18,2,0.2,2.245,2017-09-10,2017-09-10,Same Day,CA-2017-128370,Frank Hawley,Corporate,Avery Non-Stick Binders,Binders,Office Supplies,Los Angeles,California,West,"United States"
34.76,1,0.0,9.7328,2015-07-20,2015-07-25,Second Class,CA-2015-160472,Ralph Kennedy,Consumer,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage,Office Supplies,South Bend,Indiana,Central,"United States"
831.2,5,0.0,124.68,2015-07-20,2015-07-25,Second Class,CA-2015-160472,Ralph Kennedy,Consumer,Imation Bio 8GB USB-áFlash Drive Imation-áCorp,Accessories,Technology,South Bend,Indiana,Central,"United States"
26.4,5,0.0,11.88,2015-07-20,2015-07-25,Second Class,CA-2015-160472,Ralph Kennedy,Consumer,Xerox 1981,Paper,Office Supplies,South Bend,Indiana,Central,"United States"
106.75,7,0.0,49.105,2015-07-20,2015-07-25,Second Class,CA-2015-160472,Ralph Kennedy,Consumer,"White Envelopes, White Envelopes with Clear Poly Window",Envelopes,Office Supplies,South Bend,Indiana,Central,"United States"
97.82,2,0.0,45.9754,2015-07-20,2015-07-25,Second Class,CA-2015-160472,Ralph Kennedy,Consumer,Tops White Computer Printout Paper,Paper,Office Supplies,South Bend,Indiana,Central,"United States"
141.4,5,0.0,38.178,2015-07-20,2015-07-25,Second Class,CA-2015-160472,Ralph Kennedy,Consumer,Eldon Portable Mobile Manager,Storage,Office Supplies,South Bend,Indiana,Central,"United States"
14.52,3,0.0,4.7916,2014-06-13,2014-06-17,Standard Class,CA-2014-114643,Filia McAdams,Corporate,Staples in misc. colors,Art,Office Supplies,Los Angeles,California,West,"United States"
127.92,5,0.2,-15.99,2017-05-12,2017-05-15,Second Class,US-2017-158218,Alyssa Crouse,Corporate,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,Office Supplies,Houston,Texas,Central,"United States"
34.24,4,0.8,-53.072,2017-05-12,2017-05-15,Second Class,US-2017-158218,Alyssa Crouse,Corporate,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders,Office Supplies,Houston,Texas,Central,"United States"
137.62,2,0.0,60.5528,2015-09-03,2015-09-05,First Class,CA-2015-121608,Jennifer Braxton,Corporate,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,Office Supplies,Bristol,Connecticut,East,"United States"
100.49,1,0.0,25.1225,2015-09-03,2015-09-05,First Class,CA-2015-121608,Jennifer Braxton,Corporate,Classic Ivory Antique-áTelephone-áZL1810,Phones,Technology,Bristol,Connecticut,East,"United States"
